News,Date
Weekly Market Commentary,"AUGUST 14, 2017"
"Weekly Market Commentary (July 24 – 28, 2017)","JULY 31, 2017"
Kenya’s Stock Market Touches Two-Year High 12 days to General Elections,"JULY 26, 2017"
Weekly Market Analysis,"JULY 23, 2017"
Weekly Market Commentary (July 10 – 14),"JULY 18, 2017"
M-Pesa Moved Sh 890 Billion in first three months of 2017,"JULY 12, 2017"
Week 27 Market Report,"JULY 11, 2017"
Why You Should Consider Britam’s Money Market Fund,"JUNE 28, 2017"
Weekly Market Wrap-up (June 19 – 23),"JUNE 27, 2017"
Craft Silicon’s ‘Little’ Launches in Kisumu & Its Environs,"JUNE 21, 2017"
NSE Weekly Market Review,"JUNE 19, 2017"
Inside the mind of Brigit van Dijk – van de Reijt – CEO DOB Equity,"JUNE 12, 2017"
French group Eutelsat Enters Kenya’s Internet Supply Market,"JUNE 11, 2017"
"Telkom Kenya Scraps its Mobile Money Service, to be replaced with New Platform","JUNE 6, 2017"
Nigerian E-Commerce Platform Mall For Africa Sets Up Kenya Office,"MAY 28, 2017"
Restaurant listing & reviews Site EatOut raises Sh 52M from Craft Silicon,"MAY 24, 2017"
Vodacom Tanzania Profit Up 60% on M-Pesa & Data Business,"MAY 22, 2017"
Stanchart Bank Kenya Unveils Video Banking Service,"MAY 18, 2017"
Airtel’s Africa Business Reports Positive Profit for the First Time Ever,"MAY 11, 2017"
AMADEUS hosts East Africa’s first Travel Cyber Security Forum,"MAY 11, 2017"
Kenya Tops Africa in Use of Mobile Financial Services – Report,"APRIL 21, 2017"
Michael Joseph Quits Vodafone to Concentrate on Kenya Airways,"APRIL 17, 2017"
"Michael Joseph joins Board of Fintech Firm, MFS Africa","APRIL 13, 2017"
CBA Bank Appointed Market Maker For M-Akiba Bond,"APRIL 13, 2017"
M-Akiba Mobile Bond Sold Out Ahead of Time,"APRIL 6, 2017"
"NMG Stock Up 33% Since Feb, Earnings Release Next Week","MARCH 30, 2017"
Did your Portfolio outperform the Largest Sovereign Wealth Fund in the World?,"MAY 10, 2019"
CBA Contracts Nasdaq Listed Firm to Develop Kenya’s First Digital Card,"MARCH 23, 2017"
M-Akiba Mobile Bond Goes Live…..,"MARCH 23, 2017"
"M-Akiba Retail Bond To Be Finally Launched, Targets Sh 150M in Pilot Phase","MARCH 21, 2017"
CBA’s Loop Mobile App Offers More Than Banking Services – Its Personal,"MARCH 26, 2017"
CBA Group Launches Banking Service Targeting Millennial Entrepreneurs,"MARCH 15, 2017"
Kenya Feb Inflation Rate Hits Highest Level Since June 2012,"MARCH 1, 2017"
Vodafone Says M-Pesa recorded 6Bn transactions in 2016,"FEBRUARY 24, 2017"
Africa’s biggest company to partner with telcos to boost mobile videos,"JANUARY 23, 2017"
Ten Stupid Blunders that Led to Airtel’s Decline in Kenyan Market,"JANUARY 19, 2017"
Interswitch Appoints Former Jumia MD Paul Ndichu as New CEO,"JANUARY 17, 2017"
NSE 20 Share Index at Levels last seen in 2009,"JANUARY 12, 2017"
Bitcoin explained: The digital currency making millionaires,"JANUARY 12, 2017"
Kenya’s 2016 Market Report,"JANUARY 12, 2017"
Kenyan Stocks among Franklin Templeton Top Holdings in latest fillings,"JANUARY 11, 2017"
"MPESA hits 280,000 Users in Ghana","JANUARY 11, 2017"
Kenya Power to connect Internet cables to 840 homes across seven towns,"JANUARY 11, 2017"
Kenya Airways says some flights delayed after technicians skip work,"DECEMBER 5, 2016"
Kenya Govt to merge CDSC and CBK depositories,"NOVEMBER 10, 2016"
Kenya Airways Chairman says Mbuvi To Remain as CEO,"NOVEMBER 7, 2016"
October 2016 in Charts,"JANUARY 12, 2017"
Kenya Airways Stock hits new 2016 High,"OCTOBER 19, 2016"
Does the rate Cap Really Apply to Mshwari Mobile Loans?,"SEPTEMBER 20, 2016"
MTN scraps mobile money business in South Africa,"JANUARY 11, 2017"
Fall in Bank Stocks Push NSE 20 Share Index To a 5 Year Low,"AUGUST 30, 2016"
Kenya Airways Company Analysis,"MAY 20, 2017"
NSE Kenya had the ugliest week since 2008,"AUGUST 28, 2016"
Nairobi Securities Exchange Lost Ksh 106 Billion In a Day!,"AUGUST 26, 2016"
ICT Ministry’s new policy to allow more tech companies to list on NSE,"AUGUST 19, 2016"
Market Update: Politics and the Market Cycle,"JANUARY 11, 2017"
Tigo Pesa to give customers $2.5 million of its Quarterly Profit,"JANUARY 11, 2017"
A Brief on How to Short Sell derivatives on the NSE once its launched,"MAY 29, 2019"
"KCB Group HY 2016 Pretax Profits up 14%, reschedules rights issue","AUGUST 4, 2016"
Uber Kenya says it will reassess the 35% price change if drivers won’t make ‘enough’,"AUGUST 2, 2016"
NSE 20 falls below 3500 for the first Time Since April 2012,"JULY 27, 2016"
CMA Approves ARM Cement to give employees 21Million shares via ESOP,"JULY 26, 2016"
Kenyan Blue Chips Hammered: ‘The Barometer’ says it All.,"JULY 26, 2016"
"BAT Kenya HY 2016 Results: Finance Costs Cut, Pre Tax Profits Surge by 11%","JULY 15, 2016"
Kenya’s 2016 Half Year Market Wrap Up,"JANUARY 11, 2017"
NSE 20 Share Index Falls to a 49-Month Low,"JUNE 28, 2016"
"NSE 20 nears a 4-year Low, Turnover Down by 70% But KES very steady","JUNE 23, 2016"
Stock Market flat as yields on 91 Day T-Bill falls further,"JUNE 16, 2016"
Telkom Kenya’s new owner Helios sets up real estate division,"JUNE 14, 2016"
May 2016 Market Report,"JUNE 2, 2016"
Daily Market Report: Standard Chartered Bank Earnings Before Tax up by 46.9%,"MAY 24, 2016"
"91-Day T-bill yield slips, Stocks Flatter and Treasury’s Mini-Budget….","MAY 20, 2016"
"KQ Hits an All Time Low, Both KCB & Equity close at Ksh 40.50!","MAY 11, 2016"
Daily Market Report May 5th,"MAY 5, 2016"
"KQ & Stanchart dropped from NSE 20 Share Index,replaced by DTB & CIC","APRIL 20, 2016"
Kenya Airways asks Public to help in Forensic Audit,"APRIL 19, 2016"
"Stocks Flatter, Kenya Shilling stable as 182-Day T-bill rate drops","APRIL 13, 2016"
NSE 20 Share Index Falls as KES strengthens to an 8-Month Record,"APRIL 11, 2016"
Largest Sovereign Wealth Fund’s Investment Journey in Kenya,"JANUARY 11, 2017"
"Britam Touches a 2016 High, Foreign investors spotted selling","APRIL 7, 2016"
NSE 20 Share Index up as Britam Gains by 18.50% in two days,"APRIL 6, 2016"
Sudan Gov’t Launches Online Stock Market With US $34.8M Funding from AFDB,"JANUARY 11, 2017"
Britam & KenGen Push NSE 20 Share Index to a 3-Month High,"APRIL 4, 2016"
Q1 2016 Market Analysis: ‘Back To Where We Began’,"APRIL 4, 2016"
NSE 20 Share Index Crosses 4000 Benchmark Point,"MARCH 24, 2016"
"Mpesa stumbles in South Africa, Vodacom considers shutting it down","JANUARY 11, 2017"
Japan loans Kenya Ksh 41 Billion towards KenGen’s Olkaria V Project,"MARCH 10, 2016"
NSE 20 Share Nears 4000 Mark as Uchumi touches an all time Low,"MARCH 3, 2016"
"Market Report; NSE 20 Share Index Up,Barclays Kenya Falls","MARCH 2, 2016"
February 2016 Market Report-NSE Investors Wealth Up By KES 45 Billion,"FEBRUARY 29, 2016"
Benchmark NSE 20 Index down by 10.67 Points,"FEBRUARY 18, 2016"
Low NSE Prices Potential Boon for Savvy Investors,"FEBRUARY 9, 2016"
Centum Investment Company Analysis,"MAY 18, 2017"
"NSE Rises for the Second Day, Kenya Shilling Unshakable","FEBRUARY 4, 2016"
Foreign Investors Emerge Net Buyers in January at NSE,"FEBRUARY 3, 2016"
Market Report- Kenya Power Share Price hits 7 Year Low,"JANUARY 29, 2016"
The Daily Market Report-25th Jan 2016,"JANUARY 25, 2016"
"NSE 20 Share approaching 4-Year Low,Foreigners spotted picking Bargains at Equity & KCB","JANUARY 22, 2016"
What’s the best rate for a 30-Day loan in Kenya’s Digital Credit?,"JANUARY 19, 2016"
NSE 20 Share falls as Foreign Investors assume a buying Position,"JANUARY 19, 2016"
TransCentury Kenya Analysis,"JANUARY 11, 2017"
Weekly Market Report 11th -15th January 2016,"JANUARY 16, 2016"
Market Report 14/01/2016,"JANUARY 14, 2016"
Market Report 12 Jan 2016,"JANUARY 12, 2016"
Kenya’s mobile penetration hits 88% to 38 Million users,"JANUARY 8, 2016"
Kenya Power acquires Licence from C.A to Provide Internet,"JANUARY 7, 2016"
Pressure On Dstv as Netflix Finally Launches In Kenya,"JANUARY 7, 2016"
Market Report 6th Jan 2016,"JANUARY 6, 2016"
Bitpesa Resumes services after Partnering With Airtel Money,"JANUARY 6, 2016"
Mobile money use hits a record KES 2.3 trillion in 2015,"DECEMBER 31, 2015"
Kenya’s 2015 Financial Market Report,"JANUARY 11, 2017"
DEALS OF THE YEAR,"DECEMBER 25, 2015"
Daily Market Report 22/12/2015,"DECEMBER 22, 2015"
Kenya’s Top 10 Real Estate Projects Of 2015,"APRIL 2, 2017"
High Court Upholds Bid to Keep Bitcoin Startup Off M-Pesa,"DECEMBER 16, 2015"
Market Report 14/12/2015,"DECEMBER 14, 2015"
The Weekly Market Report,"DECEMBER 12, 2015"
Daily Market Report 8/12/2015,"DECEMBER 9, 2015"
NSE Market Report 7/12/2015,"DECEMBER 7, 2015"
Weekly Market Report 30 Nov – 4th Dec 2015,"DECEMBER 5, 2015"
NSE Market Report 4/12/2015,"DECEMBER 4, 2015"
Weekly Market Report 23-28 November 2015,"NOVEMBER 28, 2015"
Market Report 27/11/2015,"NOVEMBER 27, 2015"
Market Report 24/11/2015,"NOVEMBER 24, 2015"
National Bank named Kenya’s “Best Bank in Customer Service”,"NOVEMBER 24, 2015"
WEEKLY MARKET REPORT,"NOVEMBER 21, 2015"
NSE Market Report 20 November 2015,"NOVEMBER 20, 2015"
"Bob Collymore: We don’t sell technology, we sell the application","NOVEMBER 19, 2015"
NSE Daily Market Report,"NOVEMBER 17, 2015"
Why is Helios buying a struggling business?,"NOVEMBER 17, 2015"
Daily NSE-Kenya Market Report 16th Nov 2015,"NOVEMBER 16, 2015"
GOK Could buy back at least 10% stake in Telkom Kenya from Helios,"NOVEMBER 16, 2015"
