News,Date
Branch Seeks KES 500M To Become A Fully Fledged Bank,"NOVEMBER 26, 2018"
Beaten with a Metal Rod – Kenya Power FY 2017/18 Results,"NOVEMBER 23, 2018"
CBK Upholds Ksh392.5M Fine On Five Banks Due To Money Laundering Fears,"NOVEMBER 16, 2018"
KCB PAT For Q3 Increases By 19.6% To Ksh18B,"NOVEMBER 15, 2018"
Two Kenyan Startups Graduate From Google Entrepreneurship Program,"NOVEMBER 13, 2018"
Dangote Confirms talks to take over struggling ARM Cement,"NOVEMBER 14, 2018"
Airtel Africa Raises $1.25 Billion To Reduce Existing Debt,"OCTOBER 25, 2018"
Benefit Payment Eat Up Insurance Profits – IRA Report,"OCTOBER 24, 2018"
NSE 20 Share Index Hits 10 Year Low!,"OCTOBER 17, 2018"
Zuku’s Parent Company is Up for Sale!,"OCTOBER 12, 2018"
Kenya Airways & Precision Air Obtain Exemption from Competition Rules in Joint Venture,"SEPTEMBER 27, 2018"
ARM Cement to Auction Kigali Plant to Pay Off Creditor,"SEPTEMBER 26, 2018"
A Brief Look Into The Future of Financial Services,"SEPTEMBER 21, 2018"
EA Based Pharmaceutical firm AK Life Sciences Acquired by Carlyle Group,"SEPTEMBER 18, 2018"
World Bank Review Reveals Unchanged Quality of Policies & Institutional Performance in Africa,"SEPTEMBER 13, 2018"
Capering With A Downtrend – Kenya Power,"SEPTEMBER 13, 2018"
Five Banks Fined For Handling NYS Fraud Money,"SEPTEMBER 12, 2018"
Stanbic Records Best Half Year Profit Performance among Banks,"SEPTEMBER 6, 2018"
Whistleblower Disclosed MTN Nigeria’s Illegal Repatriation of Funds,"SEPTEMBER 6, 2018"
StanChart eyes Ethiopian Market,"SEPTEMBER 3, 2018"
Centum completes sale of 73.35% controlling stake in GenAfrica Asset Managers,"AUGUST 31, 2018"
Kenyan Banks regional subsidiaries hit 306 branches,"AUGUST 28, 2018"
NSE reports 72% Growth in half year profit after tax,"AUGUST 27, 2018"
Ethiopia Airlines completes Acquisition of 45% stake in Zambia Airlines,"AUGUST 23, 2018"
How did Safaricom become Kenya’s most successful Telco?,"AUGUST 20, 2018"
KCB Group’s Half Year Net Profit Rises 18pc to Sh12.1bn,"AUGUST 17, 2018"
ARM’s Pradeep Paunrana Officially Steps Down as CEO but Remains on the Board,"AUGUST 17, 2018"
Java to Export Tea & Coffee to China Under New Deal,"AUGUST 16, 2018"
Branch & Tala disperse $244.7 Mn and $99.07 Mn since inception,"AUGUST 13, 2018"
Several Counties Consider Raising Funds Through the Capital Markets to Drive Devt,"AUGUST 9, 2018"
Kenyan Fintech Startup Pezesha Secures Seed Funding to Scale its Operations,"AUGUST 7, 2018"
Govt’s Affordable Housing Project Overview & Framework,"AUGUST 7, 2018"
Kenya Takes 70% of East Africa PE Funds Inflows – H1 2018,"AUGUST 7, 2018"
Kenya Could Benefit Further from a Privatisation-Centric Financial Market- CMA Paper,"JULY 31, 2018"
Accor Hotels & Katara hospitality set up $1 billion fund for hotel expansion in Africa,"JULY 24, 2018"
Chase Bank Resumes Operations Under SBM Bank (Kenya) Ltd,"JULY 24, 2018"
CMA cautions the public on unlicensed online forex brokers,"JULY 23, 2018"
Kenya raises its shareholding investment in Africa50 to $100Mn,"JULY 23, 2018"
ARM Cement & IFC Still Negotiating Capital Injection Agreement,"JULY 17, 2018"
"How The Chinese, Opera Browser & A Bitcoin Mining Company Are About To Change African Payments","SEPTEMBER 29, 2020"
LSK requests parliament to Cap mobile loans interest rates,"JULY 17, 2018"
Govt Rules out financial bailout for Uchumi,"JULY 13, 2018"
Lack of Clarity on Rate Caps Potentially Poses Further Threat to Kenya’s Economy – World Bank,"AUGUST 3, 2018"
Two Submit Petition to Senate Over Restriction of Govt Institutions’ Bank Accounts to KCB,"JULY 11, 2018"
Kenyan Players in the Capital Markets Sector Partner to Boost Product Uptake & Listings,"JULY 6, 2018"
Uchumi’s Troubles Persist as Rent Arrears Lead to More Branch Closures,"JULY 4, 2018"
Abraaj Holdings Chairman Sean Cleary Steps Down,"JUNE 29, 2018"
Aliko Dangote Secures license to establish new Peugeot plant in Nigeria,"JUNE 26, 2018"
Abraaj Holdings Files for Court-Supervised Restructuring As it Grapples with Creditors,"JUNE 22, 2018"
Abraaj Agrees to sell its Fund Business which include Java & Brookside,"JUNE 22, 2018"
Kenyan Banks Lose Opportunity to Finance the Lamu Coal Plant Project,"JUNE 19, 2018"
China’s Ant Financial raises $14 Bn securing its place as world’s largest Fintech,"JUNE 14, 2018"
Peter Munga Set to Sell 348.5m Ordinary Shares in Britam to Swiss Re,"JUNE 14, 2018"
Kenya Airways Confirms Merger Talks With Kenya Airports Authority,"JUNE 7, 2018"
Income Tax Bill Proposes Increase in Capital Gains Tax to 20pc,"MAY 25, 2018"
Rwanda’s Largest Bank to Cross-List on Nairobi Securities Exchange,"MAY 18, 2018"
Proposed Corporate Income Tax Increase Could Impact Business Investment- Deloitte Kenya,"MAY 18, 2018"
Mobile Commerce Transactions in Kenya Pass the Sh1tn Mark,"MAY 16, 2018"
NSE Gets CMA approval to Test Derivatives Market,"MAY 16, 2018"
RBA to give new guidelines for pension schemes governance,"MAY 15, 2018"
US-Based PE Firm TPG Capital Acquires $47.5m Stake in Kenya’s Cellulant,"MAY 15, 2018"
Pension schemes urged to invest in infrastructure projects,"MAY 14, 2018"
Turmoil Continues at ARM Cement as long serving Director & Company Secretary Resign,"MAY 14, 2018"
Market Capitalisation Increases 55.62% in Q1 2018- CMA Report,"MAY 11, 2018"
Mobius Motors secures Sh500M from US Govt to Set Up new Factory,"MAY 10, 2018"
Trust in Govt & Businesses in Kenya Drops- Edelman Report,"APRIL 24, 2018"
M-Pesa Awarded GSMA Mobile Money Certification,"APRIL 12, 2018"
"Safaricom is The Best Company to Work for in 2018, Brighter Monday Reports","APRIL 11, 2018"
Mobile Based lender Branch International Raises Sh7bn to Boost Expansion Plans,"APRIL 4, 2018"
Kenya Most Improved in Removing Legal Barriers Against Women,"APRIL 2, 2018"
EABL Books Office Space in the Upcoming Garden City Business Park,"APRIL 2, 2018"
Abraaj is selling its Kenyan interests including Java & 10% Brookside stake,"MARCH 28, 2018"
35% of Adult Kenyan Phone owners Borrow Digitally – FSD Survey,"APRIL 3, 2018"
Nairobi Securities Exchange Reports 18% growth in Full Year Net Earnings,"MARCH 19, 2018"
Telkom Kenya receives CBK Approval to provide mobile money services,"MARCH 20, 2018"
Banking sector rally pushes Kenya’s Stock Market to New All Time High,"MARCH 20, 2018"
Yale-Strathmore Leadership Forum Marks Strathmore Business School’s Induction into Global Network,"MARCH 18, 2018"
Lafarge begins due diligence on ARM Cement as Dangote Backs out,"MARCH 18, 2018"
IFRS9-A blameworthy Accounting that Banking Sector Will Prevail Over,"MARCH 15, 2018"
ARM Cement Issues Profit Warning citing difficult market conditions,"MARCH 13, 2018"
Will Gender Matter in the Workplace in 2030?,"MARCH 8, 2018"
"Former CMA CEO Stella Kilonzo appointed Senior Director, Africa Investment Forum","MARCH 7, 2018"
Helios Towers Set To Launch IPO Targeting Over $2bn,"MARCH 7, 2018"
"Joshua Oigara; For KQ, Every Cloud has a Silver Lining","MARCH 7, 2018"
"African banks are the 2nd fastest growing & most profitable globally, McKinsey report","MARCH 4, 2018"
"Behold, Blockchains & the new era in coins; The Nurucoin","JULY 19, 2019"
Bharti Airtel Plans to Take Its African Business Public,"FEBRUARY 22, 2018"
Ascent acquires majority stake in Auto Springs East Africa,"FEBRUARY 19, 2018"
Weekly Market Commentary,"FEBRUARY 18, 2018"
State Finds Solutions for Its 3 Struggling Banks,"FEBRUARY 13, 2018"
EAPI Predicts a Good Year for Kenya’s Real Estate,"FEBRUARY 9, 2018"
Coop Bank emerges overall winner of Catalyst Awards,"FEBRUARY 7, 2018"
IFC Offers Goodlife Pharmacy Sh 300 million Investment,"FEBRUARY 4, 2018"
Weekly Market Commentary,"FEBRUARY 5, 2018"
Goodlife Pharmacy appoints Amaan Nizar Khalfan as new CEO,"FEBRUARY 2, 2018"
Twiga Foods & Bitpesa Among Africa’s 10 most-funded Startups,"JANUARY 31, 2018"
Orb Energy raises over $15 million to grow Kenyan footprint,"JANUARY 23, 2018"
"TPG Growth set to acquire TRACE, Africa’s music and entertainment company","JANUARY 21, 2018"
"Introducing Bulls, Bears & Whisky, an Event for Players in Financial Services","JANUARY 29, 2018"
Weekly Market Commentary,"JANUARY 14, 2018"
Julius Kipngetich appointed Jubilee Holdings CEO,"JANUARY 11, 2018"
"Nigeria, Kenya and South Africa Ranked Africa’s key investment hubs in 2018","JANUARY 4, 2018"
A.M. Best affirms credit ratings of East Africa Reinsurance Company,"DECEMBER 27, 2017"
Weekly Market Commentary,"DECEMBER 17, 2017"
Powerful Trading Workstations for sale in Nairobi,"DECEMBER 14, 2017"
Weekly Market Report (4th-8th Dec),"DECEMBER 11, 2017"
Kenya Shilling Pushes Up to Fresh 9 Month high against the Dollar,"DECEMBER 6, 2017"
Signature Mall to Open in Early 2018 with Choppies & Azure Best Western as Anchor Clients,"DECEMBER 1, 2017"
"Kenya Airways Shares Resume NSE trading, massive Dillution","NOVEMBER 30, 2017"
Bitcoin Case at Kenya’s Milimani Law Courts Sets Precedence,"JUNE 30, 2020"
Carol Musyoka & Martin Oduor Appointed to Kenya Airways Board of Directors,"NOVEMBER 20, 2017"
Weekly Market Commentary,"NOVEMBER 20, 2017"
KQ Lenders Company and Kenyan Gov’t now own 87% of Kenya Airways,"NOVEMBER 13, 2017"
How to Calculate Currency Adjusted Returns,"NOVEMBER 13, 2017"
Weekly Market Commentary,"NOVEMBER 12, 2017"
Quantum Global sells its stake in Kenya’s Savannah Cement,"NOVEMBER 12, 2017"
"CapitalWorks Completes Acquisition of Aon stakes in Sub-Sahara Africa, rebrands to Minet Africa","NOVEMBER 12, 2017"
Britam shareholders approve 14.3% acquisition by PE Fund AfricInvest,"NOVEMBER 10, 2017"
KCB Group records a 5% increase in Q3 2017 After Tax Profits,"NOVEMBER 9, 2017"
"Diamond Bank Plans to Focus on Nigeria, Exits other West African Nations","NOVEMBER 6, 2017"
Weekly Market Commentary,"NOVEMBER 5, 2017"
Barrick And Acacia Directors Unlikely To Endorse Tanzania Mining Nationalization,"OCTOBER 30, 2017"
Weekly Market Commentary,"OCTOBER 30, 2017"
Weekly Market Commentary,"OCTOBER 22, 2017"
Weekly Market Analysis,"OCTOBER 15, 2017"
Coca-Cola & AB InBev complete transition of majority ownership in Coca-Cola Beverages Africa,"OCTOBER 15, 2017"
MKOPA Solar Secures US$80 Million Commercial Debt Funding,"OCTOBER 11, 2017"
Julius Kipngetich Appointed Board Member of Standard Group,"OCTOBER 10, 2017"
Weekly Market Analysis,"OCTOBER 9, 2017"
"PesaLink wins global award, breaches Ksh 15 billion gross transactions value","OCTOBER 8, 2017"
Idris Mohammed Appointed MD of Carlyle Group Sub-Saharan African fund team,"OCTOBER 5, 2017"
"Mobile phone lending app, Branch, raises Sh200m for M-Pesa loans","OCTOBER 1, 2017"
Weekly Market Commentary,"OCTOBER 1, 2017"
NSE Kenya Ranked Africa’s Worst Performing Stock Market In September 2017,"NOVEMBER 6, 2017"
EazzyPay Is Rapidly Gaining Popularity,"OCTOBER 1, 2017"
Owners of Nairobi’s Junction Mall Kick Out Nakumatt as anchor Tenant,"OCTOBER 1, 2017"
PE Fund AfricInvest acquires a 14.3% stake in Britam,"SEPTEMBER 29, 2017"
UNDP launches study on income inequality in sub Saharan Africa,"SEPTEMBER 24, 2017"
Weekly Market Commentary,"SEPTEMBER 18, 2017"
Weekly Market Commentary,"SEPTEMBER 11, 2017"
How to Squeeze Every Penny out of Lenders,"SEPTEMBER 7, 2017"
Weekly Market Commentary,"SEPTEMBER 4, 2017"
Kenya Banks’ Agents Transacted a record Sh 734.2 billion in 2016,"AUGUST 28, 2017"
Weekly Market Commentary,"AUGUST 28, 2017"
The Unexpected cost of Borrowing from Banks & what to consider,"AUGUST 28, 2017"
Total Kenya Half Year 2017 Results Analysis,"AUGUST 23, 2017"
"Nairobi Securities Exchange Half Year Profit down 5.1%,","AUGUST 22, 2017"
Weekly Market Analysis,"AUGUST 20, 2017"
Surge in Kenyan Banking Stocks Triggers Key Index ‘NSE 20’ to Highest level Since Oct 2015,"AUGUST 14, 2017"
"Vodacom Tanzania IPO fully subscribed, foreign investors buy 40%","AUGUST 14, 2017"
Weekly Market Commentary,"AUGUST 14, 2017"
"KCB Group Half Year 2017 Profits Unchanged, Share Price Up 66% Since Feb","AUGUST 3, 2017"
Twiga Foods Raises Sh 1.3 Billion From Eleven Investors,"AUGUST 1, 2017"
"Weekly Market Commentary (July 24 – 28, 2017)","JULY 31, 2017"
Barclays Africa Half Year 2017 Earnings Report,"JULY 31, 2017"
Kenya Airways Proposed Capital Restructuring: The Good and the Bad…,"JULY 27, 2017"
Impact of Rate Caps on Commercial Bank Lending to Private Sector,"JULY 25, 2017"
"Safaricom’s Head of Financial Services Ron Web Resigns, Company Cites Personal Reasons","JULY 25, 2017"
Egyptian Investment Bank EFG-Hermes Receives Licence to Start Kenya Operations,"JULY 24, 2017"
Weekly Market Analysis,"JULY 23, 2017"
"Exotix Rebrands, To Hire Three Research Analysts in Kenya","JULY 19, 2017"
Weekly Market Commentary (July 10 – 14),"JULY 18, 2017"
Uchumi gets Strategic Investor To Inject Sh 3.5 Billion,"JULY 12, 2017"
Week 27 Market Report,"JULY 11, 2017"
Abraaj Group to acquire 100% of Java House from ECP,"JULY 3, 2017"
Exotix Takes Silver for Frontier Markets Research in 2017 Institutional Investor Rankings,"JUNE 29, 2017"
Head of CFA Institute Paul Smith To Visit Nairobi Next Week,"JULY 6, 2017"
Weekly Market Wrap-up (June 19 – 23),"JUNE 27, 2017"
Central Bank of India Shuts Down Nairobi Rep office,"JUNE 23, 2017"
NSE Weekly Market Review,"JUNE 19, 2017"
Britam’s Asset Management Arm Unveils Exclusive Phone Based Money Market Fund,"JUNE 12, 2017"
"TransCentury Cuts FY 2016 Pre Tax Loss by 64%, Revenues Drop 31%","JUNE 9, 2017"
Kenya Airways To Undertake 2nd Rights Issue in Six Years,"JUNE 8, 2017"
Govt To Guarantee Kenya Airways’s Sh77 billion Debt,"JUNE 6, 2017"
"Telkom Kenya Scraps its Mobile Money Service, to be replaced with New Platform","JUNE 6, 2017"
Kenya’s NSSF Disposes Entire Stake in HF Group Kenya,"JUNE 5, 2017"
ALP Begins Construction of Kenya’s largest Grade A warehouse at Tatu City,"MAY 25, 2017"
Tullow Oil Announces 2017’s 3rd Oil Discovery in Northern Kenya,"MAY 18, 2017"
ALP Unveils Kenya’s first ever grade A warehousing parks,"MAY 16, 2017"
Nairobi Securities Exchange Suspends Trading Of Atlas Shares After CMA Order,"MAY 12, 2017"
More funding required to accelerate Africa’s development- AfDB,"MAY 7, 2017"
Egyptian Investment Bank EFG-Hermes To Open Kenyan Office Before End Year,"MAY 5, 2017"
"2017 African Banker Awards Nominees; Kenya, SA, Morocco & Nigeria Dominate","MAY 4, 2017"
TransCentury Delays Release of Full Year 2016 Financial Results,"MAY 1, 2017"
PE Firm Catalyst Principal Partners Acquires Minority Stake in Kensta Group,"APRIL 28, 2017"
East African Venture Capital Association expands its Board of Directors,"APRIL 27, 2017"
Kuramo Capital CEO Takes Over as New Chairman Of TransCentury,"APRIL 17, 2017"
Kenya’s Stock Market Hits New 2017 High (Charts),"APRIL 10, 2017"
How to invest in the Barclays NewGold ETF,"APRIL 10, 2017"
Q1 2017 Market Report,"APRIL 5, 2017"
Carbacid Net Profit Down 30%,"APRIL 4, 2017"
Bob Diamond’s Atlas Mara targets bounce back after 25% fall in profits,"APRIL 3, 2017"
AFDB Approves $250 Million Loan for Kenya-Uganda Highway Upgrade,"APRIL 2, 2017"
"NMG Stock Up 33% Since Feb, Earnings Release Next Week","MARCH 30, 2017"
European Investment Bank Loans Kenya Sh6.7 Billion For Electricity,"MARCH 28, 2017"
Limuru Tea Plunges into Ksh 26 Million Loss Before Tax No dividends,"MARCH 27, 2017"
Did your Portfolio outperform the Largest Sovereign Wealth Fund in the World?,"MAY 10, 2019"
NSE Hikes Dividend Ratio Despite 40% Profit Slump,"MARCH 23, 2017"
"Survey shows Mexico is most attractive emerging market, India the worst","MARCH 23, 2017"
NSE 20 Share Index Crosses 3000 Mark for First Time in March 2017,"MARCH 22, 2017"
"Co-op Bank posts 15% increase in Profits Before Tax, Recommends 1:5 Bonus Issue","MARCH 17, 2017"
I&M Bank Rwanda IPO is a good bet,"MARCH 11, 2017"
Kenyan Wall Street Launches First Phase of its Data Analytics Portal,"MARCH 8, 2017"
Kenya Bank borrowing to rise sharply in 2017 According to Metropol,"MARCH 5, 2017"
Pesapal Integrates American Express into its Payment Platform,"FEBRUARY 27, 2017"
French PE Firm Amethis Finance acquires 40% stake in Kenya’s Kenafric Industries,"FEBRUARY 22, 2017"
Why the Cash Flow is the Most Important Financial Statement,"FEBRUARY 22, 2017"
"Aly Khan Satchu, John Ngumi Appointed to the Board of Base Titanium","FEBRUARY 21, 2017"
AFDB approves new US$28.2 Million funding injection in Shelter Afrique,"FEBRUARY 17, 2017"
EAVCA Appoints New Management,"FEBRUARY 13, 2017"
Wananchi Group Appoints New Group CEO,"FEBRUARY 12, 2017"
"Monthly Market Report; As January Goes, So Goes The Year","AUGUST 9, 2017"
Rwanda Govt to sell 20pc stake in I&M Bank via IPO,"FEBRUARY 7, 2017"
2016 FDI into Africa Fell by 5% to $51 Billion,"FEBRUARY 5, 2017"
Trump travel ban stirs faint corporate outcry beyond Silicon Valley,"JANUARY 31, 2017"
CBK MPC could cut Key rate by 50-100 bps,"JANUARY 29, 2017"
"CIC Insurance Issues Profit Warning, blames NSE bear run","JANUARY 31, 2017"
Nakumatt sells 25% stake to Foreign fund for $75 million,"JANUARY 18, 2017"
Emerging Markets PE firm Abraaj Group interested in Barclays Africa,"JANUARY 17, 2017"
Tullow Oil Plc Strikes Oil Discovery in Kenya,"JANUARY 17, 2017"
Qatar International Islamic Bank receives nod to operate in Morocco,"JANUARY 16, 2017"
"NSE 20 Share Index slips below 3000, Sh 136 Billion Lost in 11 Days","JANUARY 16, 2017"
NSE 20 Share Index at Levels last seen in 2009,"JANUARY 12, 2017"
Kenya Airways interested in acquiring Minority stake in Air Madagascar,"JANUARY 11, 2017"
Helios and Vitol Group to buy Shell’s 20% stake in Vivo Energy for $250M,"JANUARY 11, 2017"
CBA Group to operate in Rwanda as a Micro-finance Institution,"JANUARY 11, 2017"
Kenya’s 2016 Market Report,"JANUARY 12, 2017"
Tax Alert on the Finance Act 2016,"JANUARY 2, 2017"
Sanlam Kenya Issues Profit Warning for the second year in a row,"DECEMBER 30, 2016"
Kenyan Stocks among Franklin Templeton Top Holdings in latest fillings,"JANUARY 11, 2017"
"Kenya among 10 markets expected to deliver superior returns in 5 Years, Credit Suisse","JANUARY 11, 2017"
Global Credit Ratings downgrades Nakumatt To BB- as debts jump to Sh18B,"DECEMBER 18, 2016"
Chinese Fund Invests U.S.$4 Bilion in Africa,"JANUARY 11, 2017"
AFDB approves the first Multi-jurisdictional Fixed Income ETF in Africa,"JANUARY 11, 2017"
US based Fund Manager acquires 15pc Stake in Jamii Bora For Sh600M,"DECEMBER 6, 2016"
Leapfrog Acquires majority stake in Kenya’s Goodlife Pharmacy for Sh 2.2 Billion,"NOVEMBER 23, 2016"
Nairobi Bourse issues Profit Warning for the first time since Self-Listing,"NOVEMBER 23, 2016"
Mauritius 2nd biggest company set to acquire Fidelity Bank of Kenya,"JANUARY 11, 2017"
38% Interest Income Growth lifts DTB Kenya Q3 Net Profit to Sh5.3Bn,"NOVEMBER 17, 2016"
"BARCLAYS BANK KENYA Q3 RESULTS ANALYSIS, STOCK HITS 2 MONTH HIGH","NOVEMBER 16, 2016"
KCB Group Q3 Net Profit Grows 15% to KSh 15.9Bn,"NOVEMBER 9, 2016"
First Community Bank Kenya to Lay Off Undisclosed Number of Employees,"NOVEMBER 7, 2016"
October 2016 in Charts,"JANUARY 12, 2017"
NSE Kenya raises Sh 6Mn to support Wildlife,"OCTOBER 17, 2016"
IFRS 16: A New Life for Leases,"SEPTEMBER 11, 2018"
Kenya Airways in talks with 3-4 foreign investors and airlines on stake sale,"SEPTEMBER 27, 2016"
Does the rate Cap Really Apply to Mshwari Mobile Loans?,"SEPTEMBER 20, 2016"
When To Exit Your Stock Investment – 10 Selling Strategies,"JANUARY 11, 2017"
Kenya August 2016 Market Report,"JANUARY 11, 2017"
"NSE On a Recovery Mode, boosted by Banking Sector","AUGUST 31, 2016"
Jubilee Insurance profit surges 10.2% to Ksh 1.972billion,"AUGUST 31, 2016"
Fall in Bank Stocks Push NSE 20 Share Index To a 5 Year Low,"AUGUST 30, 2016"
Are Satanic Forces Influencing Kenyan Rates Policy? Exotix Partners,"JANUARY 11, 2017"
ARM Cement posts Loss of Ksh 364 Mn as Dangote eats into its Tanzania market share,"AUGUST 28, 2016"
NSE Kenya had the ugliest week since 2008,"AUGUST 28, 2016"
Nairobi Securities Exchange Lost Ksh 106 Billion In a Day!,"AUGUST 26, 2016"
Kenya Drafting rules to control OTC Market,"AUGUST 26, 2016"
President Uhuru Kenyatta Signs into law Bill to Cap Interest Rates,"AUGUST 26, 2016"
NSE Kenya Half Year Net Profit Plunges By 54%,"AUGUST 23, 2016"
"Morgan Stanley Frontier Index deletes Four NSE Firms, adds NMG","AUGUST 22, 2016"
The real life hero from ‘The Big Short’ dumped Apple and bought Alphabet,"JANUARY 11, 2017"
South Sudan Orders Government Institutions to Bank With The Central Bank,"JANUARY 11, 2017"
Best-Paid CEOs Run Some of Worst-Performing Companies,"JANUARY 11, 2017"
CfC Stanbic Kenya shareholders approve name change,"AUGUST 8, 2016"
Bank agents in Kenya moved 80 Mn Transactions worth 442Bn in 2015,"AUGUST 3, 2016"
Safaricom’s value now Higher than all NSE Banks & EABL merged,"AUGUST 3, 2016"
"Market Report; Safaricom Market Cap hits Ksh 765.3 Billion, 37% of NSE.","AUGUST 1, 2016"
Atlas Acquires stake in Nigerian based Online Sports Betting company,"AUGUST 1, 2016"
CMA Approves ARM Cement to give employees 21Million shares via ESOP,"JULY 26, 2016"
Kenyan Blue Chips Hammered: ‘The Barometer’ says it All.,"JULY 26, 2016"
"Barclays begins Egypt sale process, at least 2 interested – sources","JANUARY 11, 2017"
Sub-Saharan Africa Debt issuance down 10 percent YTD,"JANUARY 11, 2017"
Africa’s largest bank to finance Centum’s Ksh 200B Amu Power,"JULY 18, 2016"
Frontier Markets Update,"JANUARY 11, 2017"
"BAT Kenya HY 2016 Results: Finance Costs Cut, Pre Tax Profits Surge by 11%","JULY 15, 2016"
Kenya’s 2016 Half Year Market Wrap Up,"JANUARY 11, 2017"
Three Kenyan Banks among the Top 10 Fastest growing lenders in Africa,"JULY 4, 2016"
Nairobi Securities scales back its derivatives ambitions,"JUNE 30, 2016"
"Africa’s Richest person bets on oil and gas, Loses $3.7Bn. on Naira Devaluation","JANUARY 11, 2017"
"NSE 20 nears a 4-year Low, Turnover Down by 70% But KES very steady","JUNE 23, 2016"
Kenya Re acquires additional 4.4% stake in Zep-Re For Ksh 1.3 Billion,"JUNE 21, 2016"
World’s First Tea Futures Contracts May Be Started in Kenya,"JUNE 27, 2016"
NBV- The owners of K-Shoe To List On NSE’s GEMS on 21st June,"JUNE 15, 2016"
Kenya’s Plum LLP to acquire 23.34% stake in Britam Holdings,"JUNE 13, 2016"
"MARKET REPORT; Safaricom hits an All Time High, KCB on a 3-year Low","JUNE 8, 2016"
"Centum’s FY Profit Up 23% to 10.9B , Declares Dividends of Ksh 1Billion","JUNE 8, 2016"
May 2016 Market Report,"JUNE 2, 2016"
Trades on 9 -Year infrastructure push volumes up by 299% at NSE,"MAY 31, 2016"
"NSE 20 Share Index on a 5-Week Low,Foreign buys post a 2016 high","MAY 30, 2016"
"Uchumi’s ‘many’ suitors, Sam Kimani’s Resignation & Share Price Trend","MAY 26, 2016"
Daily Market Report: Standard Chartered Bank Earnings Before Tax up by 46.9%,"MAY 24, 2016"
"Sale Of Kengen’s rights kicks off, Govt commits To take up 70%","MAY 24, 2016"
"91-Day T-bill yield slips, Stocks Flatter and Treasury’s Mini-Budget….","MAY 20, 2016"
Govt Introduces new regulations in Regards to Shareholding of NSE,"MAY 19, 2016"
"Safaricom Profit Up 19% To KES 38B, Declares 30B Dividends Pay","MAY 11, 2016"
KenGen Gets Approval to Raise Ksh 28.8 Billion via Rights Issue,"MAY 10, 2016"
NSE Listed Companies with over 70% Foreign Ownership,"MAY 9, 2016"
Daily Market Report May 5th,"MAY 5, 2016"
April Monthly Report,"JANUARY 11, 2017"
ARM Cement FY15 Loss and the Deleveraging Exercise,"APRIL 30, 2016"
"Soros, Buffet & Bloomberg Expected in Kenya!","APRIL 24, 2016"
"NSE 20 Share Index soars above 4000, Focus on Safaricom & More..","APRIL 25, 2016"
"Family Bank to raise Ksh 4Billion, New CEO Picked","APRIL 24, 2016"
"KQ & Stanchart dropped from NSE 20 Share Index,replaced by DTB & CIC","APRIL 20, 2016"
KenolKobil Company Analysis,"JANUARY 11, 2017"
"Stocks Flatter, Kenya Shilling stable as 182-Day T-bill rate drops","APRIL 13, 2016"
NSE 20 Share Index Falls as KES strengthens to an 8-Month Record,"APRIL 11, 2016"
Largest Sovereign Wealth Fund’s Investment Journey in Kenya,"JANUARY 11, 2017"
Chase Bank placed under Receivership,"APRIL 7, 2016"
Heavy Trading spotted in the Banking sector as the Main Index rises to 4054.29,"APRIL 7, 2016"
CMA gives Longhorn Publishers a go-ahead for 530M rights Issue,"APRIL 7, 2016"
NSE 20 Share Index up as Britam Gains by 18.50% in two days,"APRIL 6, 2016"
Britam & KenGen Push NSE 20 Share Index to a 3-Month High,"APRIL 4, 2016"
Q1 2016 Market Analysis: ‘Back To Where We Began’,"APRIL 4, 2016"
Africa’s Youngest Billionaire says he is interested in Barclays Bank Kenya & Tanzania,"JANUARY 11, 2017"
"Bidco Moves to court, blocks Uchumi Bankruptcy case over unpaid arrears","MARCH 29, 2016"
“We are not for Sale” Declares Barclays Bank of Kenya,"MARCH 28, 2016"
"Nairobi Securities Net Profit dips by 4.5%, recommends Bonus Issue","MARCH 25, 2016"
TransCentury Reaches settlement with Bondholders,"MARCH 24, 2016"
KCB Rwanda pretax Profits Up by 165%,"MARCH 22, 2016"
Two from Kenya among the World’s Top 10 Largest Funded FinTech Companies Outside US,"MARCH 20, 2016"
Cooperative Bank Kenya FY 2015 Net Profit up by 46% to Ksh 11.7 Billion,"MARCH 18, 2016"
NSE 20 Share Nears 4000 Mark as Uchumi touches an all time Low,"MARCH 3, 2016"
Technology helps boost KCB’s FY-2015 pretax profit by 12% to Ksh 26.5 Billion,"MARCH 2, 2016"
What the Barclays exit of Africa really means,"JANUARY 11, 2017"
February 2016 Market Report-NSE Investors Wealth Up By KES 45 Billion,"FEBRUARY 29, 2016"
Centum Investment Company Analysis,"MAY 18, 2017"
"NSE Rises for the Second Day, Kenya Shilling Unshakable","FEBRUARY 4, 2016"
Foreign Investors Emerge Net Buyers in January at NSE,"FEBRUARY 3, 2016"
The Daily Market Report-25th Jan 2016,"JANUARY 25, 2016"
Weekly Market Report 18 – 22 January,"JANUARY 24, 2016"
What’s the best rate for a 30-Day loan in Kenya’s Digital Credit?,"JANUARY 19, 2016"
NSE 20 Share falls as Foreign Investors assume a buying Position,"JANUARY 19, 2016"
Weekly Market Report 11th -15th January 2016,"JANUARY 16, 2016"
Frenchman Damien Braud appointed to I&M Board,"JANUARY 13, 2016"
Africa Oil Receives Kenyan Government Approval of Maersk Oil Farm In,"JANUARY 12, 2016"
Kenyan Phone Insurance Company to buy 24% Stake Indian listed Textile firm,"JANUARY 12, 2016"
Market Report On 7th Jan 2016,"JANUARY 7, 2016"
